#{"t_start": 1576357554.948805, "env_id": "MountainCarContinuous-v0"}
r,l,t
-50.078781,999,2.640539
-49.724419,999,3.915287
-50.988203,999,5.308459
-47.820497,999,6.638207
-48.780205,999,7.900311
-45.745844,999,8.847003
-43.750726,999,9.787743
-39.820597,999,10.739515
-34.182299,999,11.677158
-33.642189,999,12.694072
-29.254881,999,13.766729
-28.974226,999,14.757956
-22.60529,999,15.764307
-21.107537,999,16.722517
-18.61908,999,17.664931
-18.464225,999,18.602444
-17.008502,999,19.551172
-14.935579,999,20.496655
-11.921903,999,21.432541
-12.465339,999,22.466116
-10.84432,999,23.477224
-10.959027,999,24.612233
-10.48883,999,25.69222
-9.066925,999,26.638652
-8.701682,999,27.588915
-8.070606,999,28.535936
-7.249792,999,29.481959
-7.516635,999,30.419104
-7.482334,999,31.417617
-6.756545,999,32.499274
-6.835673,999,33.534402
-6.89044,999,34.554945
-6.432779,999,35.580188
-6.415362,999,36.599961
-6.184114,999,37.615488
-6.032667,999,38.898739
-6.213667,999,40.029859
-5.861163,999,41.293882
-5.531165,999,42.378107
-5.504039,999,43.474177
-5.7989,999,44.624887
-5.579676,999,45.864829
-5.284382,999,47.052128
-5.358306,999,48.124372
-5.478913,999,49.200755
-5.318799,999,50.219025
-5.478261,999,51.257687
-5.103126,999,52.333216
-5.460841,999,53.317335
-4.98145,999,54.28278
-5.56728,999,55.424586
-5.309164,999,56.860892
-5.109284,999,57.980182
-5.011607,999,59.06007
-4.855113,999,60.147505
-5.215659,999,61.259469
-5.388363,999,62.412352
-4.901643,999,63.586294
-4.796122,999,64.654629
-5.369893,999,65.701669
-5.60972,999,66.818539
-5.271643,999,67.895645
-5.507046,999,68.979568
-5.316715,999,70.065103
-5.213213,999,71.125309
-5.358333,999,72.451607
-5.446234,999,73.546628
-5.368507,999,74.587897
-4.940032,999,75.673748
-5.121513,999,76.708567
-5.3596,999,77.729789
-4.870221,999,78.744063
-4.944058,999,79.770078
-5.131846,999,80.79732
-5.260704,999,81.83244
-5.242349,999,82.91073
-5.333814,999,84.057615
-5.217438,999,85.165376
-4.638155,999,86.228247
-4.994314,999,87.340595
-5.311052,999,88.502956
-5.143316,999,89.688692
-5.200675,999,90.918799
-5.129631,999,92.095201
-5.179707,999,93.177434
-5.100621,999,94.318081
-5.269662,999,95.426411
-4.593575,999,96.47794
-4.555947,999,97.481346
-4.887558,999,98.604518
-5.380578,999,99.734406
-4.574069,999,100.844182
-4.955922,999,101.966274
-4.966917,999,103.042712
-5.511435,999,104.069305
-5.096403,999,105.248326
-5.284528,999,106.726001
-4.922558,999,108.135085
-5.306339,999,109.488695
-5.176549,999,110.838773
-4.753044,999,112.261152
-4.781603,999,113.628901
-5.54065,999,115.079807
-5.263817,999,116.350768
-4.645372,999,117.488246
-4.705749,999,118.516302
-5.191185,999,119.537272
-4.956331,999,120.597984
-5.023988,999,121.671842
-5.404459,999,122.707771
-5.052115,999,123.753855
-4.964644,999,124.778284
-5.200357,999,125.847759
-4.876826,999,126.86921
-5.230285,999,127.893999
-5.121354,999,128.965144
-5.611719,999,130.011011
-4.83279,999,131.119967
-5.168236,999,132.135054
-5.447827,999,133.255903
-4.929388,999,134.365453
-5.166324,999,135.442114
-5.284973,999,136.580604
-4.690892,999,137.723825
-4.910508,999,138.794782
-4.876678,999,139.946801
-4.979577,999,141.088737
-5.111804,999,142.22184
-4.942502,999,143.266336
-4.731365,999,144.399826
-4.745071,999,145.526381
-4.933249,999,146.63573
-5.028237,999,147.776359
-4.856633,999,148.923296
-4.911861,999,150.064171
-5.090986,999,151.178062
-4.985173,999,152.320389
-5.237013,999,153.420489
-5.369108,999,154.473813
-5.367747,999,155.551139
-5.489261,999,156.571051
-5.314797,999,157.696831
-4.965989,999,158.828933
-4.925132,999,159.961192
-4.987511,999,161.102416
-5.511828,999,162.202146
-5.475349,999,163.318921
-4.829293,999,164.455437
-5.204163,999,165.634532
-5.145942,999,166.77257
-5.07154,999,167.799829
-5.161243,999,168.869904
-5.220046,999,169.951127
-4.927126,999,170.944566
-4.862809,999,171.94207
-5.317571,999,172.94529
-5.20914,999,173.944556
-5.147881,999,174.93583
-4.836895,999,175.918794
-5.289507,999,176.903953
-4.995642,999,177.880811
-4.445844,999,178.87047
-4.985963,999,179.881466
-5.151626,999,180.886471
-5.038573,999,181.893684
-5.270943,999,182.903764
-5.078699,999,183.915181
-5.521288,999,184.926818
-5.089348,999,185.934356
-5.517013,999,186.944546
-4.999059,999,187.950133
-5.316832,999,188.959747
-5.747383,999,189.973519
-4.852331,999,190.987067
-5.48889,999,191.996851
-5.430239,999,193.012672
-4.707796,999,194.022316
-5.371053,999,195.032184
-5.350368,999,196.040619
-5.244823,999,197.051647
-5.237976,999,198.061766
-5.262623,999,199.073321
-5.103787,999,200.079319
-5.021551,999,201.091965
-4.941779,999,202.101169
-4.915853,999,203.121994
-4.989532,999,204.137155
-5.085319,999,205.153681
-4.975536,999,206.159779
-4.942992,999,207.159938
-4.797683,999,208.143646
-5.495376,999,209.122939
-5.04752,999,210.104767
-5.274148,999,211.09502
-5.219305,999,212.069577
-5.379379,999,213.067613
-4.874044,999,214.054911
-5.123501,999,215.038395
-5.022015,999,216.020727
-4.920958,999,217.001578
-5.285181,999,217.99614
-5.517162,999,218.979538
-5.142179,999,219.996876
-5.019273,999,221.035487
-5.094524,999,222.044092
-4.766867,999,223.053204
-4.98851,999,224.032472
-4.975622,999,225.013331
-5.193106,999,226.011054
-4.964484,999,226.99473
-4.667607,999,227.980747
-4.437502,999,228.961906
-4.957741,999,229.972376
-4.952072,999,230.982571
-5.064567,999,231.991641
-4.933143,999,233.009124
-4.823783,999,234.021475
-4.931476,999,235.040803
-4.583034,999,236.053052
-4.835115,999,237.060521
-4.567914,999,238.070049
-5.069506,999,239.085581
-5.360293,999,240.093769
-5.162037,999,241.111301
-5.21248,999,242.129345
-4.907612,999,243.139011
-5.332562,999,244.149321
-4.997374,999,245.170095
-4.685712,999,246.181825
-5.177804,999,247.185586
-5.37661,999,248.203038
-5.130233,999,249.246868
-5.083946,999,250.259907
-4.744079,999,251.267265
-5.218094,999,252.272235
-5.400501,999,253.286546
-5.138081,999,254.295593
-5.112727,999,255.310035
-4.955372,999,256.317841
-4.672215,999,257.325954
-4.988987,999,258.333245
-5.106057,999,259.346213
