#{"t_start": 1574103196.875867, "env_id": "MountainCarContinuous-v0"}
r,l,t
-51.461958,999,1.812788
-52.064229,999,2.653209
-48.593727,999,3.484976
-50.502998,999,4.326721
-50.208891,999,5.15788
-47.647915,999,5.964928
-49.697069,999,6.801482
-50.167616,999,7.632858
-46.058313,999,8.470129
-45.216198,999,9.31352
-43.662344,999,10.117909
-43.195269,999,10.953865
-42.558922,999,11.790158
-39.44299,999,12.623204
-37.651662,999,13.457824
-37.266457,999,14.265562
-36.61191,999,15.102189
-32.896531,999,15.933462
-34.185957,999,16.772302
-31.047786,999,17.607404
-31.424569,999,18.407083
-29.990174,999,19.243446
-29.635496,999,20.083125
-28.602912,999,20.920379
-27.940438,999,21.757873
-24.313251,999,22.561074
-24.103034,999,23.395622
-21.294341,999,24.22892
-23.195757,999,25.067521
-21.695736,999,25.909775
-21.189829,999,26.717595
-20.352931,999,27.554724
-18.797386,999,28.388426
-17.53394,999,29.231185
-17.866361,999,30.063762
-16.476654,999,30.863189
-15.088692,999,31.705402
-14.054448,999,32.551023
-14.619712,999,33.395874
-14.193313,999,34.238882
-12.104903,999,35.067874
-12.010398,999,35.911411
-11.095565,999,36.749521
-11.257535,999,37.603295
-11.122416,999,38.441683
-10.995717,999,39.300865
-10.428779,999,40.121918
-8.821911,999,40.96188
-8.78493,999,41.801754
-8.174465,999,42.64622
-7.387753,999,43.510027
-7.892492,999,44.32496
-7.096456,999,45.173741
-6.355753,999,46.018296
-6.116914,999,46.860261
-6.213123,999,47.701393
-5.469591,999,48.511343
-5.28137,999,49.352068
-5.05751,999,50.19717
-4.884208,999,51.045492
-4.814538,999,51.891519
-4.712911,999,52.716031
-4.326797,999,53.575079
-3.98794,999,54.422884
-3.818978,999,55.266605
-3.71058,999,56.104528
-3.497177,999,56.908676
-3.480526,999,57.74009
-3.401566,999,58.577778
-3.176884,999,59.410983
-3.021091,999,60.245852
-2.76787,999,61.049918
-2.735625,999,61.89023
-2.520149,999,62.721708
-2.721937,999,63.553792
-2.316745,999,64.395473
-2.453494,999,65.200174
-2.081249,999,66.037118
-2.18533,999,66.874797
-2.080094,999,67.7081
-2.045937,999,68.535757
-1.768494,999,69.343486
-1.729005,999,70.177098
-1.696095,999,71.011814
-1.666546,999,71.850634
-1.619341,999,72.686003
-1.496569,999,73.521718
-1.36713,999,74.326482
-1.352308,999,75.156874
-1.304444,999,75.992551
-1.161332,999,76.826181
-1.242856,999,77.658311
-1.122208,999,78.46373
-1.022118,999,79.299585
-1.061988,999,80.134392
-1.039463,999,80.966702
-0.970225,999,81.805289
-0.880509,999,82.606168
-0.869494,999,83.43827
-0.798114,999,84.269887
