#{"t_start": 1574143114.969067, "env_id": "BipedalWalker-v2"}
r,l,t
-102.18337,70,0.943323
-105.07964,81,1.307896
-118.207155,86,1.409582
-107.962933,82,1.536601
-111.084519,53,1.601966
-116.705557,56,1.700321
-101.6193,82,1.797
-110.623081,51,1.88986
-107.33424,46,1.952206
-122.799318,156,2.165671
-115.824122,1600,4.361008
-101.462065,1600,6.531526
-115.231342,44,6.615676
-124.196091,129,6.794473
-108.0186,50,6.855772
-83.114942,1600,9.044514
-108.479839,73,9.130977
-121.00892,87,9.264998
-120.028728,107,9.419189
-110.445329,81,9.513065
-111.552832,129,9.687597
-113.396088,60,9.791555
-107.300203,62,9.867035
-119.120544,98,10.009885
-115.619768,74,10.126031
-115.462741,57,10.193357
-107.734649,70,10.307801
-114.429196,119,10.47305
-110.074069,50,10.535868
-113.913637,76,10.654985
-74.736197,1600,12.795414
-108.102856,78,12.918326
-96.565205,1600,15.102403
-123.370656,128,15.281779
-112.169167,73,15.401505
-112.056855,54,15.468029
-105.196039,68,15.579805
-120.952829,107,15.733905
-110.715111,59,15.806604
-112.486294,100,15.959182
-74.052911,1600,18.166243
-107.572482,90,18.306315
-84.376021,1600,20.516961
-118.522997,87,20.622741
-65.732848,1600,22.814193
-61.686457,1600,24.966258
-116.597551,57,25.067824
-110.081306,125,25.241505
-61.110095,1600,27.399775
-103.694928,1600,29.632719
-104.856467,106,29.752896
-104.417199,50,29.843517
-74.064033,1600,32.000884
-110.794046,59,32.103178
-148.12086,1212,33.743237
-100.482064,69,33.856967
-109.377966,96,34.000095
-108.416137,304,34.403742
-117.573794,85,34.534944
-124.332156,136,34.722369
-123.027408,124,34.897293
-103.82553,95,35.008672
-106.841996,139,35.199388
-107.19652,159,35.443786
-105.594852,89,35.54898
-117.461043,76,35.669505
-107.077804,57,35.736911
-119.252367,168,35.991141
-111.567449,332,36.430041
-120.909312,77,36.553215
-108.796201,225,36.876989
-109.254885,98,36.996929
-104.226977,74,37.11749
-84.71436,1600,39.348387
-110.032511,48,39.409509
-112.295449,159,39.624463
-107.138864,66,39.73507
-88.290148,1600,41.953856
-121.30595,99,42.099395
-114.152288,40,42.149524
-114.415737,61,42.25229
-113.010901,66,42.329837
-108.728164,47,42.4192
-105.060356,41,42.4699
-120.358351,499,43.151738
-105.410348,121,43.321123
-128.992965,88,43.424355
-95.272955,1600,45.643112
-115.204819,61,45.716388
-124.737979,547,46.478779
-93.708444,1600,48.650631
-99.395432,65,48.756202
-107.598953,61,48.83132
-114.737,62,48.936784
-88.42323,1600,51.124261
-98.440574,1600,53.33811
-114.187182,61,53.412848
-108.264564,78,53.533065
-86.579961,1600,55.697865
-94.334078,1600,57.88889
-77.95363,1600,60.031532
-108.535939,71,60.146413
-82.159781,1600,62.297532
-109.512444,57,62.397254
-103.830114,1600,64.53474
-109.385952,145,64.729678
-114.871946,113,64.891213
-103.98352,85,65.022008
-211.647665,1456,66.996354
-135.299686,930,68.26636
-101.871732,87,68.369387
-100.677697,50,68.462594
-97.384073,1600,70.643991
-102.761494,42,70.725413
-101.3965,61,70.797662
-109.861475,120,70.965627
-111.762426,1600,73.128944
-102.93229,1600,75.333452
-120.791789,1600,77.511309
-98.883811,1600,79.735968
-105.367159,62,79.811077
-87.303455,1600,82.00742
-104.644561,68,82.087533
-71.534511,1600,84.270456
-70.846229,1600,86.414082
-112.69532,63,86.517182
-67.257552,1600,88.659101
-105.594459,62,88.764457
-104.625542,53,88.827439
-52.803451,1600,91.008852
-54.151561,1600,93.141813
-103.705377,77,93.263627
-107.830498,74,93.381216
-107.211512,55,93.447051
-101.804488,60,93.518643
-109.930241,50,93.609246
-103.342366,59,93.679653
-100.626561,67,93.788896
-105.856598,70,93.870679
-104.245003,84,93.998293
-101.414369,54,94.063724
-52.166523,1600,96.223351
-107.939849,69,96.303693
