#{"t_start": 1574289689.474987, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-430.992343,96,1.44938
-88.528708,117,2.355554
-85.517644,76,2.656959
-357.613614,146,3.247056
-483.830362,135,3.798198
-344.239085,120,4.290466
-447.71448,79,4.611395
-285.799464,116,5.082319
-56.481041,94,5.485173
-238.542732,171,6.188811
-191.813738,285,7.463187
-299.067475,151,8.089326
-286.145679,145,8.687896
-152.898135,150,9.304899
-258.397854,177,10.055641
-396.959394,195,10.889623
-85.828172,362,12.620068
-162.921304,262,13.740665
-137.488466,753,18.288945
-94.294111,283,19.524221
-84.899607,420,21.470097
-61.473766,287,22.676751
20.759851,1000,28.250987
-145.842969,940,32.850119
-16.257994,1000,39.287615
-5.728452,1000,45.935479
-2.82957,1000,51.836618
-44.369747,1000,57.667707
19.705533,1000,63.810224
-101.192934,1000,69.052632
122.611336,893,74.68254
-192.997613,975,80.438862
-55.650643,1000,86.416355
-37.240865,1000,92.048152
135.741389,960,97.897158
-45.323473,1000,103.545212
-108.694285,660,106.872597
-146.6513,619,109.965819
-8.610761,1000,115.764552
-103.468633,863,120.161479
-96.935736,1000,125.602138
161.596902,762,129.542896
105.732637,904,134.49514
-68.47307,1000,140.12003
-113.402286,879,144.529415
33.520267,971,150.16554
-11.847167,1000,155.978926
-114.245463,657,159.360231
-33.783608,1000,164.356443
-124.939642,508,166.811293
-164.223125,671,170.268117
-42.673459,71,170.564816
-162.783748,516,173.107125
-135.170392,94,173.495823
-20.812559,1000,178.687736
-102.452299,575,181.491671
-45.821925,104,181.921409
226.508746,300,183.345891
52.17032,1000,188.88888
-222.597668,620,191.886002
-73.48344,1000,197.358706
-62.850694,1000,203.332646
-44.244483,1000,208.951524
-51.929128,1000,214.188499
223.886894,467,216.240392
-88.562645,1000,222.053901
-81.27794,1000,227.934122
-52.304123,1000,233.410634
-63.54239,1000,239.883317
151.601029,891,244.416641
-55.583368,1000,249.601426
8.738068,1000,255.83572
106.261869,979,261.546352
155.342615,921,267.519471
-109.362641,1000,273.397069
-18.711761,1000,278.82288
-87.32985,1000,283.934276
-274.806931,926,288.649671
-41.531522,1000,294.669946
180.71722,528,297.377464
-15.304037,1000,303.17059
-97.466592,461,305.312395
-58.326874,1000,312.012066
11.899284,236,313.012577
119.377329,857,317.802715
-98.404507,741,321.334897
-33.950319,1000,326.870372
-88.680627,844,331.088219
-8.705318,1000,336.602947
179.385343,788,340.815856
1.616598,1000,346.473627
-58.14577,1000,352.468817
22.909237,1000,358.97665
-4.018079,174,359.748651
162.235924,789,364.281847
169.021758,708,368.187012
218.29018,339,369.749365
258.227109,394,371.700674
-47.357297,1000,377.66529
-144.949232,1000,382.698513
210.874256,437,385.069317
-2.24731,1000,390.686254
120.233576,892,396.651353
-37.058301,1000,403.601412
217.438053,498,406.289486
197.376019,252,407.381738
12.271405,189,408.205101
-27.449003,484,410.55009
-34.657818,1000,417.319939
211.7658,352,419.052406
-51.661682,1000,425.614519
100.921493,828,430.363412
120.3195,784,435.000017
5.967677,1000,442.204114
-53.029193,1000,448.970342
-18.160859,1000,455.568996
201.955598,977,460.58466
-24.944312,1000,467.255759
159.389543,818,472.576782
173.318376,568,475.721908
-3.538499,1000,481.467556
-20.561186,1000,487.414328
165.619922,693,491.403379
183.440289,743,495.315318
-275.038587,121,495.835099
-15.301611,1000,502.681085
-1.310647,1000,508.166086
-35.639268,1000,513.975272
-85.821662,160,514.66038
-120.674885,862,518.928294
-47.939459,1000,524.8199
-92.038032,140,525.408319
-3.914682,148,526.043576
-46.379963,184,526.844008
-90.42283,136,527.415039
174.805877,522,530.233995
164.875008,514,532.911443
-66.516377,295,534.411892
-47.34152,1000,539.733383
-70.239171,1000,545.623457
-62.049564,263,546.796142
113.338319,480,549.206809
-57.305644,1000,555.41164
-109.745983,487,558.060949
-21.623788,1000,564.457474
-201.526541,262,565.626513
233.998468,333,567.201761
195.532891,370,569.092042
-20.306734,1000,574.690016
107.796381,761,579.135954
225.219361,369,581.014365
222.330316,410,583.053058
-67.661475,659,586.692758
123.868768,866,592.43978
-49.942196,242,593.541394
108.858098,932,599.197364
71.746747,887,604.429529
-121.004875,1000,610.519596
137.232856,869,616.297225
105.685236,773,620.983898
-54.755801,619,624.403293
9.008605,1000,630.74886
132.145188,489,633.491425
240.053101,916,638.151704
8.330778,213,639.151406
208.866399,275,640.428426
185.234292,797,645.379103
-43.307638,1000,650.862036
-112.209405,562,654.060209
191.788388,460,656.375317
-178.313939,904,661.65935
182.865321,389,663.618864
-79.854958,414,665.594559
44.070355,1000,670.840934
204.680615,233,671.970242
91.469753,785,677.043621
-102.884216,894,682.020444
199.291226,678,685.661934
-74.602786,1000,691.25392
203.646399,216,692.253302
-40.775956,1000,698.150338
248.159489,350,699.762975
-4.913597,136,700.340947
6.334898,133,700.901004
108.794767,1000,707.257862
99.343549,767,711.476704
112.298096,774,715.892398
16.348056,147,716.508683
42.858514,849,721.749789
-88.549513,614,725.523523
100.101048,652,728.732271
-72.759763,536,731.758923
151.498032,731,735.695767
-184.46304,112,736.155768
-101.328663,551,739.06618
201.09874,585,742.262006
139.785749,739,746.663871
181.318133,803,751.413873
161.378707,661,754.870455
80.117725,753,759.680874
-66.15483,505,762.22827
-340.485095,989,767.588796
26.98478,1000,773.911661
205.358309,951,778.630713
202.673774,539,781.749778
16.158229,1000,788.189804
-14.70482,1000,793.893777
5.288331,253,795.009142
150.705264,933,801.017834
-54.239466,1000,806.845782
75.57185,830,811.234279
230.083684,546,814.283653
217.981566,476,816.62939
99.173678,819,821.72953
30.998635,1000,828.205105
114.612881,846,832.643965
270.084242,295,834.047113
43.774035,1000,841.498339
-11.71411,1000,846.902214
-36.363919,325,848.429372
-47.031006,1000,854.009385
195.037877,427,856.220315
89.946496,727,860.400373
146.912841,757,864.42552
59.47651,1000,869.653435
-31.988271,346,871.351543
173.638008,963,876.423718
209.451129,392,878.421698
108.77183,768,882.437435
229.181983,319,883.955869
234.312747,843,889.061043
196.062362,385,890.945334
153.526691,404,892.959978
182.051589,833,897.096949
205.750059,503,899.708271
202.727565,374,901.553497
234.940067,379,903.4215
207.10642,342,905.053446
186.76086,425,907.19664
73.319821,1000,913.536982
229.958914,309,915.006219
264.783128,375,916.785637
187.152014,664,920.929204
164.83785,619,924.044544
174.72982,495,926.543421
251.386515,246,927.626399
152.530789,438,929.74568
214.509828,360,931.395655
172.75202,744,935.823112
270.317267,382,937.780201
-50.709051,397,939.748296
227.149182,562,942.53844
295.416163,369,944.290523
294.367035,277,945.526841
170.025305,466,947.916342
184.035134,425,950.178696
134.242329,546,952.862286
269.190696,344,954.544847
210.914432,444,956.839695
-120.849338,657,960.001083
233.792238,339,961.678837
184.093998,344,963.39164
202.762725,461,965.814463
258.33634,399,967.759574
204.611179,606,970.67602
158.34083,463,972.940328
-41.815589,470,975.168693
164.631568,829,980.636828
192.926328,500,983.436528
-4.481835,251,984.588754
163.483682,536,987.451503
210.402941,333,989.034928
220.53374,315,990.496364
226.21097,308,991.894308
-8.392487,269,993.149352
225.397585,352,994.946067
100.92201,874,1000.638211
188.162866,582,1003.926403
4.766526,223,1004.927403
-7.11989,305,1006.42457
235.528781,451,1008.692451
214.309685,307,1010.049331
193.431645,413,1012.302608
162.439488,633,1015.73458
185.66924,545,1018.819332
287.03301,423,1021.052422
-20.915883,282,1022.384774
-38.020792,1000,1030.258728
202.184939,409,1032.351122
24.634694,379,1034.281899
204.094779,414,1036.343082
174.170253,569,1039.811471
171.965871,676,1043.995312
129.148591,663,1048.235765
