#{"t_start": 1574104284.8089159, "env_id": "MountainCarContinuous-v0"}
r,l,t
-49.952163,999,1.947248
-51.955526,999,2.808799
-51.0564,999,3.653066
-50.489131,999,4.495727
-49.015356,999,5.338274
-47.842289,999,6.155877
-49.197157,999,7.001283
-48.850584,999,7.843912
-44.137361,999,8.693239
-44.753981,999,9.537848
-42.437572,999,10.355776
-42.496382,999,11.200941
-40.693675,999,12.045146
-39.483135,999,12.88814
-38.534525,999,13.739843
-35.677354,999,14.555495
-36.070564,999,15.397708
-32.656982,999,16.240074
-31.773319,999,17.088575
-32.261539,999,17.937501
-29.736635,999,18.75792
-29.726326,999,19.607466
-28.823595,999,20.459319
-27.526408,999,21.311707
-26.59376,999,22.15684
-23.522972,999,22.969553
-25.073861,999,23.815877
-22.057079,999,24.661571
-21.394085,999,25.505714
-19.217649,999,26.351071
-21.873697,999,27.163949
-19.080374,999,28.0067
-19.968641,999,28.859234
-17.711426,999,29.709869
-16.237602,999,30.554256
-14.127157,999,31.369622
-14.69321,999,32.2155
-15.04274,999,33.059351
-13.194738,999,33.90492
-12.167494,999,34.755371
-12.841154,999,35.570183
-12.117359,999,36.413845
-10.382204,999,37.261066
-10.541266,999,38.106248
-10.453151,999,38.951629
-9.413753,999,39.795803
-8.64659,999,40.618903
-8.317636,999,41.467166
-8.172148,999,42.319488
-7.739234,999,43.171908
-7.648002,999,44.027022
-7.187701,999,44.847323
-6.842143,999,45.69945
-7.015119,999,46.549113
-5.989152,999,47.405196
-6.039865,999,48.257172
-5.302168,999,49.079258
-5.497765,999,49.928826
-4.71231,999,50.778975
-4.749081,999,51.633209
-4.967196,999,52.484641
-4.101989,999,53.306777
-4.352936,999,54.158682
-4.142514,999,55.010022
-3.703556,999,55.864992
-3.62322,999,56.730309
-3.592269,999,57.552617
-3.356739,999,58.405051
-3.230401,999,59.2605
-3.493655,999,60.114142
-3.138267,999,60.959965
-2.992154,999,61.780414
-2.816413,999,62.626266
-2.703303,999,63.471682
-2.480003,999,64.317382
-2.452036,999,65.160428
-2.071591,999,65.974116
-2.179123,999,66.82025
-2.276644,999,67.662776
-2.01702,999,68.506601
-1.978972,999,69.358625
-1.849698,999,70.175253
-1.81544,999,71.025612
-1.733671,999,71.872717
-1.674609,999,72.720889
-1.608383,999,73.569585
-1.516756,999,74.413812
-1.295861,999,75.228343
-1.276878,999,76.071734
-1.286269,999,76.916159
-1.277746,999,77.764131
-1.101021,999,78.610734
-1.256197,999,79.430371
-1.168875,999,80.272898
-1.073353,999,81.117454
-0.972271,999,81.961323
-0.98423,999,82.806712
-0.923868,999,83.620479
-0.846467,999,84.463788
-0.85082,999,85.308514
