#{"t_start": 1574101198.212786, "env_id": "MountainCarContinuous-v0"}
r,l,t
-35.797155,999,4.98312
-34.013287,999,8.539914
-33.46532,999,12.099613
-32.413601,999,15.646012
-30.711149,999,19.19633
-30.66792,999,22.76692
-29.043607,999,26.326626
-28.172938,999,29.880347
-23.670425,999,33.439815
-21.114603,999,37.019905
-18.812099,999,40.631917
-16.267743,999,44.205669
-13.050101,999,47.769848
-9.724596,999,51.31964
-6.884605,999,54.906871
-5.660725,999,58.46546
-4.811699,999,62.026325
-4.396004,999,65.580958
-3.128965,999,69.129468
-2.845815,999,72.686878
-2.611533,999,76.259718
-2.498698,999,79.817197
-2.377804,999,83.390951
-2.331781,999,86.942281
-1.85605,999,90.49321
-1.673382,999,94.046481
-1.717367,999,97.594195
-1.777725,999,101.148393
-1.504667,999,104.695169
-1.193991,999,108.241115
-1.0647,999,111.829929
-1.045466,999,115.390362
-0.977721,999,118.956415
-1.031201,999,122.51809
-0.976614,999,126.086268
-0.91578,999,129.646059
-0.85071,999,133.213884
-1.010376,999,136.782298
-0.95438,999,140.349709
-0.910712,999,143.924308
-0.942543,999,147.507625
-0.811453,999,151.078269
-0.841563,999,154.636813
-0.799515,999,158.19336
-0.863588,999,161.756564
-0.914384,999,165.314798
-0.880473,999,168.869238
-0.825305,999,172.471097
-0.821462,999,176.069462
-0.804322,999,179.659905
-0.814361,999,183.269026
-0.831495,999,186.859928
-0.825214,999,190.448415
-0.76999,999,194.088043
-0.787542,999,197.700996
-0.869727,999,201.272288
-0.778232,999,204.872094
-0.769823,999,208.45287
-0.766853,999,212.018855
-0.803869,999,215.578403
-0.826494,999,219.15968
-0.838691,999,222.737093
-0.825357,999,226.331644
-0.782868,999,229.895817
-0.815728,999,233.679655
-0.730737,999,237.27266
-0.846089,999,240.867897
-0.873824,999,244.45781
-0.820855,999,248.04321
-0.825481,999,251.627312
-0.786573,999,255.238926
-0.854192,999,258.804717
-0.824115,999,262.384888
-0.830963,999,265.962414
-0.765034,999,269.535234
-0.821802,999,273.098174
-0.784994,999,276.661872
-0.797005,999,280.221885
-0.829088,999,283.780651
-0.768317,999,287.344855
-0.83209,999,290.925667
-0.824885,999,294.531501
-0.783837,999,298.111937
-0.772784,999,301.682313
-0.768278,999,305.243544
-0.768408,999,308.80004
-0.766813,999,312.378346
-0.848102,999,315.982481
-0.794332,999,319.569167
-0.807527,999,323.176583
-0.817601,999,326.761421
-0.821026,999,330.33029
-0.775673,999,333.891729
-0.791286,999,337.451285
-0.773615,999,341.012896
-0.812482,999,344.571777
-0.7423,999,348.136735
-0.776555,999,351.697781
-0.855558,999,355.283095
-0.849351,999,358.874991
