#{"t_start": 1576373203.391876, "env_id": "MountainCarContinuous-v0"}
r,l,t
-51.119259,999,1.800784
-52.533852,999,2.671503
-50.960784,999,3.510754
-52.760853,999,4.345471
-54.069218,999,5.190732
-50.989326,999,6.000271
-46.551183,999,6.837933
-44.79778,999,7.681252
-47.416034,999,8.519676
-43.055827,999,9.361224
-43.537702,999,10.171554
-40.737773,999,11.013119
-40.200246,999,11.855037
-38.359442,999,12.696918
-38.374374,999,13.539336
-36.161878,999,14.350645
-35.015982,999,15.193433
-34.308008,999,16.030101
-31.316915,999,16.872259
-30.399213,999,17.71474
-29.601499,999,18.52346
-27.272897,999,19.362769
-28.894701,999,20.203269
-25.820816,999,21.044521
-25.867854,999,21.884247
-24.528358,999,22.69463
-24.74007,999,23.535872
-21.635966,999,24.37568
-21.222411,999,25.214585
-21.648852,999,26.053373
-19.591662,999,26.864735
-18.226288,999,27.700761
-17.391286,999,28.538209
-16.594382,999,29.378619
-16.621831,999,30.220272
-14.582724,999,31.027761
-15.082425,999,31.867141
-14.535458,999,32.707507
-14.236999,999,33.547522
-12.766907,999,34.385207
-12.109066,999,35.202769
-11.21017,999,36.042598
-10.512299,999,36.89074
-10.179939,999,37.729496
-10.594735,999,38.571864
-8.913143,999,39.413426
-8.628733,999,40.225264
-8.453555,999,41.064026
-8.550312,999,41.902985
-7.552643,999,42.742344
-7.383077,999,43.581957
-6.619094,999,44.395422
-6.537836,999,45.237719
-6.756782,999,46.077605
-6.260827,999,46.91908
-5.759622,999,47.763759
-5.178755,999,48.569031
-5.301525,999,49.407816
-5.082534,999,50.253145
-4.444176,999,51.090203
-4.411073,999,51.946455
-4.05096,999,52.78292
-4.024537,999,53.624718
-3.865278,999,54.467144
-3.423998,999,55.306225
-3.895254,999,56.143042
-3.361883,999,56.955073
-3.369456,999,57.797166
-2.99287,999,58.655622
-2.909885,999,59.513956
-2.981169,999,60.365681
-2.806418,999,61.17956
-2.525593,999,62.036037
-2.509811,999,62.880029
-2.562993,999,63.720309
-2.423524,999,64.559614
-2.270265,999,65.371852
-1.913995,999,66.210717
-2.033297,999,67.04487
-1.814311,999,67.880097
-1.839102,999,68.749265
-1.679494,999,69.554197
-1.738502,999,70.395747
-1.733669,999,71.239284
-1.468234,999,72.080777
-1.606501,999,72.923721
-1.480342,999,73.771976
-1.304982,999,74.5791
-1.298403,999,75.417412
-1.213216,999,76.256988
-1.16339,999,77.098557
-1.157237,999,77.940528
-1.123602,999,78.746047
-1.110623,999,79.589382
-1.06764,999,80.42809
-0.897641,999,81.26661
-0.946982,999,82.121655
-0.926718,999,82.942943
-0.818381,999,83.792617
-0.825274,999,84.632466
-0.746322,999,85.473884
-0.760648,999,86.314214
-0.686845,999,87.123687
-0.656127,999,87.965271
-0.687078,999,88.805519
-0.585467,999,89.643263
-0.634466,999,90.476946
-0.578423,999,91.283097
-0.495935,999,92.124053
-0.538594,999,92.961171
-0.514613,999,93.799306
-0.493118,999,94.644339
-0.490789,999,95.45516
-0.478175,999,96.293529
-0.417867,999,97.140707
